week,product,region,units_sold,price,promotion
2023-10-01,Smartwatch,South,228,465.82,0
2023-10-01,Smartwatch,Central,193,535.49,1
2023-10-01,Smartwatch,East,169,824.61,1
2023-10-01,Smartwatch,West,229,360.24,1
2023-10-01,Tablet,North,319,680.64,0
2023-10-01,Tablet,South,259,964.33,0
2023-10-01,Tablet,Central,236,699.35,1
2023-10-01,Tablet,East,205,111.95,0
2023-10-01,Tablet,West,195,164.99,0
2023-10-01,Headphones,North,41,552.9,0
2023-10-01,Headphones,South,140,683.43,0
2023-10-01,Headphones,Central,197,885.16,0
2023-10-01,Headphones,East,160,664.15,0
2023-10-01,Headphones,West,201,823.32,1
2023-10-08,Smartphone,North,200,509.46,0
2023-10-08,Smartphone,South,220,219.22,0
2023-10-08,Smartphone,Central,156,476.19,1
2023-10-08,Smartphone,East,204,870.54,0
2023-10-08,Smartphone,West,188,887.29,0
2023-10-08,Smartwatch,North,179,748.0,0
2023-10-08,Smartwatch,South,125,810.02,0
2023-10-08,Smartwatch,Central,264,675.28,0
2023-10-08,Smartwatch,East,233,214.12,1
2023-10-08,Smartwatch,West,219,634.22,0
2023-10-08,Tablet,North,140,730.31,0
2023-10-08,Tablet,South,187,195.22,0
2023-10-08,Tablet,Central,232,582.12,0
2023-10-08,Tablet,East,200,863.38,0
2023-10-08,Tablet,West,145,862.11,1
2023-10-08,Headphones,North,41,463.17,0
2023-10-08,Headphones,South,337,314.5,0
2023-10-08,Headphones,Central,184,537.83,0
2023-10-08,Headphones,East,186,954.35,0
2023-10-08,Headphones,West,180,251.97,0
2023-10-15,Smartphone,North,224,596.54,0
2023-10-15,Smartphone,South,102,502.57,1
2023-10-15,Smartphone,Central,130,319.12,0
2023-10-15,Smartphone,East,164,783.57,0
2023-10-15,Smartphone,West,271,404.86,0
2023-10-15,Smartwatch,North,179,284.48,0
2023-10-15,Smartwatch,South,215,417.28,0
2023-10-15,Smartwatch,Central,187,387.3,1
2023-10-15,Smartwatch,East,192,543.73,0
2023-10-15,Smartwatch,West,190,276.38,1
2023-10-15,Tablet,North,196,930.96,0
2023-10-15,Tablet,South,212,342.77,0
2023-10-15,Tablet,Central,243,146.82,0
2023-10-15,Tablet,East,140,103.53,1
2023-10-15,Tablet,West,229,558.75,0
2023-10-15,Headphones,North,230,236.14,0
2023-10-15,Headphones,South,267,585.7,0
2023-10-15,Headphones,Central,167,116.23,0
2023-10-15,Headphones,East,234,673.66,1
2023-10-15,Headphones,West,192,519.74,0
2023-10-22,Smartphone,North,171,561.03,0
2023-10-22,Smartphone,South,223,662.58,1
2023-10-22,Smartphone,Central,259,145.29,0
2023-10-22,Smartphone,East,317,268.61,0
2023-10-22,Smartphone,West,243,222.45,1
2023-10-22,Smartwatch,North,247,239.31,0
2023-10-22,Smartwatch,South,165,329.2,0
2023-10-22,Smartwatch,Central,132,466.67,1
2023-10-22,Smartwatch,East,207,149.06,1
2023-10-22,Smartwatch,West,173,560.74,0
2023-10-22,Tablet,North,137,277.92,0
2023-10-22,Tablet,South,211,634.15,0
2023-10-22,Tablet,Central,165,222.06,0
2023-10-22,Tablet,East,248,727.69,0
2023-10-22,Tablet,West,157,319.1,1
2023-10-22,Headphones,North,223,288.38,0
2023-10-22,Headphones,South,161,928.04,0
2023-10-22,Headphones,Central,280,181.38,1
2023-10-22,Headphones,East,158,462.03,0
2023-10-22,Headphones,West,139,546.86,0
2023-10-29,Smartphone,North,115,795.56,1
2023-10-29,Smartphone,South,143,238.07,0
2023-10-29,Smartphone,Central,148,818.61,0
2023-10-29,Smartphone,East,181,271.34,0
2023-10-29,Smartphone,West,213,209.23,1
2023-10-29,Smartwatch,North,158,802.61,0
2023-10-29,Smartwatch,South,241,598.69,0
2023-10-29,Smartwatch,Central,207,440.83,1
2023-10-29,Smartwatch,East,267,880.14,1
2023-10-29,Smartwatch,West,264,927.81,0
2023-10-29,Tablet,North,283,781.23,0
2023-10-29,Tablet,South,215,250.11,0
2023-10-29,Tablet,Central,177,517.43,0
2023-10-29,Tablet,East,211,403.73,0
2023-10-29,Tablet,West,254,657.62,0
2023-10-29,Headphones,North,90,852.66,0
2023-10-29,Headphones,South,200,983.28,0
2023-10-29,Headphones,Central,261,372.76,0
2023-10-29,Headphones,East,229,159.06,0
2023-10-29,Headphones,West,189,631.78,0
2023-11-05,Smartphone,North,163,859.31,0
2023-11-05,Smartphone,South,133,844.18,0
2023-11-05,Smartphone,Central,239,286.76,0
2023-11-05,Smartphone,East,248,880.95,0
2023-11-05,Smartphone,West,197,228.51,0
2023-11-05,Smartwatch,North,225,956.53,0
2023-11-05,Smartwatch,South,167,752.1,0
2023-11-05,Smartwatch,Central,188,804.63,0
2023-11-05,Smartwatch,East,276,444.13,0
2023-11-05,Smartwatch,West,195,438.57,0
2023-11-05,Tablet,North,268,425.59,0
2023-11-05,Tablet,South,205,703.65,0
2023-11-05,Tablet,Central,214,751.18,0
2023-11-05,Tablet,East,192,682.95,0
2023-11-05,Tablet,West,209,591.17,0
2023-11-05,Headphones,North,319,173.33,0
2023-11-05,Headphones,South,194,520.01,0
2023-11-05,Headphones,Central,228,133.81,0
2023-11-05,Headphones,East,235,318.81,0
2023-11-05,Headphones,West,355,251.41,0
2023-11-12,Smartphone,North,110,322.72,0
2023-11-12,Smartphone,South,183,685.87,1
2023-11-12,Smartphone,Central,163,346.3,1
2023-11-12,Smartphone,East,192,636.63,0
2023-11-12,Smartphone,West,200,133.78,0
2023-11-12,Smartwatch,North,188,928.69,1
2023-11-12,Smartwatch,South,94,950.52,0
2023-11-12,Smartwatch,Central,302,158.41,0
2023-11-12,Smartwatch,East,190,509.92,0
2023-11-12,Smartwatch,West,120,421.09,0
2023-11-12,Tablet,North,264,697.61,0
2023-11-12,Tablet,South,200,941.97,1
2023-11-12,Tablet,Central,236,971.08,1
2023-11-12,Tablet,East,226,640.48,0
2023-11-12,Tablet,West,309,601.53,0
2023-11-12,Headphones,North,165,351.79,0
2023-11-12,Headphones,South,191,775.14,0
2023-11-12,Headphones,Central,159,991.58,0
2023-11-12,Headphones,East,96,496.54,1
2023-11-12,Headphones,West,198,715.79,1
2023-11-19,Smartphone,North,217,153.79,1
2023-11-19,Smartphone,South,186,396.17,0
2023-11-19,Smartphone,Central,235,143.0,0
2023-11-19,Smartphone,East,200,870.91,0
2023-11-19,Smartphone,West,183,447.0,1
2023-11-19,Smartwatch,North,132,785.74,0
2023-11-19,Smartwatch,South,198,152.41,0
2023-11-19,Smartwatch,Central,214,492.46,0
2023-11-19,Smartwatch,East,230,749.3,1
2023-11-19,Smartwatch,West,122,893.47,0
2023-11-19,Tablet,North,216,597.43,0
2023-11-19,Tablet,South,273,213.52,0
2023-11-19,Tablet,Central,247,971.93,0
2023-11-19,Tablet,East,316,157.24,0
2023-11-19,Tablet,West,108,915.99,0
2023-11-19,Headphones,North,164,653.89,0
2023-11-19,Headphones,South,194,338.71,0
2023-11-19,Headphones,Central,182,953.91,0
2023-11-19,Headphones,East,161,940.63,0
2023-11-19,Headphones,West,203,692.15,1
2023-11-26,Smartphone,North,212,742.56,1
2023-11-26,Smartphone,South,203,565.42,0
2023-11-26,Smartphone,Central,146,633.24,0
2023-11-26,Smartphone,East,204,660.32,0
2023-11-26,Smartphone,West,198,955.45,0
2023-11-26,Smartwatch,North,129,481.93,0
2023-11-26,Smartwatch,South,120,469.73,0
2023-11-26,Smartwatch,Central,240,969.42,0
2023-11-26,Smartwatch,East,187,299.6,0
2023-11-26,Smartwatch,West,196,281.06,0
2023-11-26,Tablet,North,186,176.29,1
2023-11-26,Tablet,South,199,794.33,1
2023-11-26,Tablet,Central,221,147.1,0
2023-11-26,Tablet,East,242,860.96,0
2023-11-26,Tablet,West,120,860.8,0
2023-11-26,Headphones,North,202,982.69,0
2023-11-26,Headphones,South,165,813.29,0
2023-11-26,Headphones,Central,167,159.99,1
2023-11-26,Headphones,East,251,599.16,1
2023-11-26,Headphones,West,179,933.57,0
2023-12-03,Smartphone,North,193,702.38,1
2023-12-03,Smartphone,South,189,513.95,0
2023-12-03,Smartphone,Central,225,970.6,0
2023-12-03,Smartphone,East,173,545.34,0
2023-12-03,Smartphone,West,206,229.99,0
2023-12-03,Smartwatch,North,345,400.69,0
2023-12-03,Smartwatch,South,195,784.91,0
2023-12-03,Smartwatch,Central,200,429.66,0
2023-12-03,Smartwatch,East,161,265.43,0
2023-12-03,Smartwatch,West,143,239.36,0
2023-12-03,Tablet,North,227,447.82,0
2023-12-03,Tablet,South,290,605.9,0
2023-12-03,Tablet,Central,210,928.03,0
2023-12-03,Tablet,East,177,433.44,0
2023-12-03,Tablet,West,181,702.24,0
2023-12-03,Headphones,North,210,523.63,0
2023-12-03,Headphones,South,227,508.56,0
2023-12-03,Headphones,Central,170,445.62,1
2023-12-03,Headphones,East,157,205.75,0
2023-12-03,Headphones,West,246,928.68,0
2023-12-10,Smartphone,North,319,429.43,1
2023-12-10,Smartphone,South,241,570.96,0
2023-12-10,Smartphone,Central,205,942.91,0
2023-12-10,Smartphone,East,146,882.59,0
2023-12-10,Smartphone,West,214,279.7,0
2023-12-10,Smartwatch,North,174,551.53,0
2023-12-10,Smartwatch,South,188,536.57,0
2023-12-10,Smartwatch,Central,153,836.52,0
2023-12-10,Smartwatch,East,230,600.28,0
2023-12-10,Smartwatch,West,247,470.82,0
2023-12-10,Tablet,North,215,675.44,0
2023-12-10,Tablet,South,303,916.18,0
2023-12-10,Tablet,Central,194,780.72,0
2023-12-10,Tablet,East,157,545.14,1
2023-12-10,Tablet,West,170,908.74,1
2023-12-10,Headphones,North,122,717.14,1
2023-12-10,Headphones,South,151,315.43,0
2023-12-10,Headphones,Central,173,326.07,0
2023-12-10,Headphones,East,179,615.06,0
2023-12-10,Headphones,West,163,412.05,0
2023-12-17,Smartphone,North,213,398.8,0
2023-12-17,Smartphone,South,220,236.78,0
2023-12-17,Smartphone,Central,254,321.71,0
2023-12-17,Smartphone,East,172,218.54,1
2023-12-17,Smartphone,West,133,599.77,0
2023-12-17,Smartwatch,North,236,689.89,0
2023-12-17,Smartwatch,South,179,724.72,0
2023-12-17,Smartwatch,Central,239,435.39,0
2023-12-17,Smartwatch,East,161,811.12,0
2023-12-17,Smartwatch,West,203,709.33,1
2023-12-17,Tablet,North,280,695.67,0
2023-12-17,Tablet,South,220,827.97,0
2023-12-17,Tablet,Central,278,441.06,0
2023-12-17,Tablet,East,222,513.41,1
2023-12-17,Tablet,West,203,695.32,1
2023-12-17,Headphones,North,237,188.69,0
2023-12-17,Headphones,South,242,871.33,0
2023-12-17,Headphones,Central,227,180.41,0
2023-12-17,Headphones,East,162,795.04,0
2023-12-17,Headphones,West,151,844.82,0
2023-12-24,Smartphone,North,159,403.62,0
2023-12-24,Smartphone,South,209,965.39,1
2023-12-24,Smartphone,Central,124,940.11,0
2023-12-24,Smartphone,East,188,244.89,0
2023-12-24,Smartphone,West,254,529.4,1
2023-12-24,Smartwatch,North,210,711.25,0
2023-12-24,Smartwatch,South,223,373.88,0
2023-12-24,Smartwatch,Central,112,101.29,0
2023-12-24,Smartwatch,East,212,999.29,0
2023-12-24,Smartwatch,West,259,352.41,0
2023-12-24,Tablet,North,174,813.56,1
2023-12-24,Tablet,South,159,977.58,0
2023-12-24,Tablet,Central,182,201.56,1
2023-12-24,Tablet,East,238,672.5,0
2023-12-24,Tablet,West,114,763.12,0
2023-12-24,Headphones,North,171,990.35,0
2023-12-24,Headphones,South,186,552.82,0
2023-12-24,Headphones,Central,89,756.32,1
2023-12-24,Headphones,East,208,843.3,0
2023-12-24,Headphones,West,258,458.63,0
2023-12-31,Smartphone,North,109,965.45,0
2023-12-31,Smartphone,South,186,188.24,0
2023-12-31,Smartphone,Central,190,489.93,0
2023-12-31,Smartphone,East,125,765.53,0
2023-12-31,Smartphone,West,137,796.6,0
2023-12-31,Smartwatch,North,143,111.54,0
2023-12-31,Smartwatch,South,145,312.01,1
2023-12-31,Smartwatch,Central,196,873.55,0
2023-12-31,Smartwatch,East,328,977.72,1
2023-12-31,Smartwatch,West,87,293.74,1
2023-12-31,Tablet,North,170,708.48,0
2023-12-31,Tablet,South,169,938.39,0
2023-12-31,Tablet,Central,242,913.7,0
2023-12-31,Tablet,East,201,429.97,0
2023-12-31,Tablet,West,133,639.11,0
2023-12-31,Headphones,North,91,304.08,1
2023-12-31,Headphones,South,205,117.46,0
2023-12-31,Headphones,Central,207,665.16,0
2023-12-31,Headphones,East,211,164.72,1
2023-12-31,Headphones,West,236,961.99,0
2024-01-07,Smartphone,North,105,453.56,0
2024-01-07,Smartphone,South,215,620.26,1
2024-01-07,Smartphone,Central,157,658.0,0
2024-01-07,Smartphone,East,200,870.33,0
2024-01-07,Smartphone,West,173,791.89,0
2024-01-07,Smartwatch,North,173,790.51,0
2024-01-07,Smartwatch,South,180,948.88,1
2024-01-07,Smartwatch,Central,101,286.18,0
2024-01-07,Smartwatch,East,201,514.52,1
2024-01-07,Smartwatch,West,140,937.0,0
2024-01-07,Tablet,North,248,826.04,0
2024-01-07,Tablet,South,198,388.05,0
2024-01-07,Tablet,Central,165,134.01,0
2024-01-07,Tablet,East,169,336.26,0
2024-01-07,Tablet,West,234,866.34,0
2024-01-07,Headphones,North,169,474.46,1
2024-01-07,Headphones,South,169,362.68,0
2024-01-07,Headphones,Central,168,441.43,1
2024-01-07,Headphones,East,132,940.97,0
2024-01-07,Headphones,West,288,289.25,0
2024-01-14,Smartphone,North,177,462.73,0
2024-01-14,Smartphone,South,205,728.26,0
2024-01-14,Smartphone,Central,168,484.4,0
2024-01-14,Smartphone,East,186,952.86,0
2024-01-14,Smartphone,West,254,548.15,0
2024-01-14,Smartwatch,North,162,830.77,1
2024-01-14,Smartwatch,South,183,609.69,0
2024-01-14,Smartwatch,Central,206,222.85,0
2024-01-14,Smartwatch,East,191,502.09,0
2024-01-14,Smartwatch,West,281,837.46,0
2024-01-14,Tablet,North,297,732.37,1
2024-01-14,Tablet,South,222,578.21,0
2024-01-14,Tablet,Central,206,368.34,0
2024-01-14,Tablet,East,221,858.3,0
2024-01-14,Tablet,West,181,279.04,0
2024-01-14,Headphones,North,304,154.61,0
2024-01-14,Headphones,South,90,773.8,1
2024-01-14,Headphones,Central,279,794.12,0
2024-01-14,Headphones,East,208,941.34,1
2024-01-14,Headphones,West,130,858.28,0
2024-01-21,Smartphone,North,147,241.63,0
2024-01-21,Smartphone,South,73,952.21,0
2024-01-21,Smartphone,Central,188,935.66,0
2024-01-21,Smartphone,East,192,700.33,1
2024-01-21,Smartphone,West,259,134.92,0
2024-01-21,Smartwatch,North,124,848.12,0
2024-01-21,Smartwatch,South,138,580.2,0
2024-01-21,Smartwatch,Central,124,317.12,0
2024-01-21,Smartwatch,East,237,351.71,0
2024-01-21,Smartwatch,West,169,553.84,1
2024-01-21,Tablet,North,191,420.76,0
2024-01-21,Tablet,South,194,595.62,1
2024-01-21,Tablet,Central,191,136.06,1
2024-01-21,Tablet,East,325,445.13,0
2024-01-21,Tablet,West,138,627.2,0
2024-01-21,Headphones,North,247,501.16,1
2024-01-21,Headphones,South,181,583.92,0
2024-01-21,Headphones,Central,116,805.57,0
2024-01-21,Headphones,East,151,939.38,0
2024-01-21,Headphones,West,220,756.57,0
2024-01-28,Smartphone,North,196,890.43,0
2024-01-28,Smartphone,South,127,936.88,0
2024-01-28,Smartphone,Central,147,822.39,0
2024-01-28,Smartphone,East,198,909.65,1
2024-01-28,Smartphone,West,201,709.38,0
2024-01-28,Smartwatch,North,234,217.91,0
2024-01-28,Smartwatch,South,199,239.36,0
2024-01-28,Smartwatch,Central,173,428.54,0
2024-01-28,Smartwatch,East,166,553.32,0
2024-01-28,Smartwatch,West,209,616.58,0
2024-01-28,Tablet,North,282,402.05,0
2024-01-28,Tablet,South,219,489.49,0
2024-01-28,Tablet,Central,259,378.86,0
2024-01-28,Tablet,East,277,181.84,1
2024-01-28,Tablet,West,162,421.05,0
2024-01-28,Headphones,North,219,852.01,0
2024-01-28,Headphones,South,220,108.25,0
2024-01-28,Headphones,Central,186,963.12,0
2024-01-28,Headphones,East,190,125.37,0
2024-01-28,Headphones,West,194,893.34,0
2024-02-04,Smartphone,North,220,467.24,0
2024-02-04,Smartphone,South,211,565.41,1
2024-02-04,Smartphone,Central,232,916.72,0
2024-02-04,Smartphone,East,288,580.63,1
2024-02-04,Smartphone,West,174,163.41,0
2024-02-04,Smartwatch,North,72,392.06,1
2024-02-04,Smartwatch,South,183,704.17,0
2024-02-04,Smartwatch,Central,111,537.8,0
2024-02-04,Smartwatch,East,216,702.15,0
2024-02-04,Smartwatch,West,247,951.2,0
2024-02-04,Tablet,North,162,940.23,0
2024-02-04,Tablet,South,243,778.43,0
2024-02-04,Tablet,Central,304,792.98,0
2024-02-04,Tablet,East,149,966.13,1
2024-02-04,Tablet,West,239,566.49,0
2024-02-04,Headphones,North,172,382.99,0
2024-02-04,Headphones,South,169,666.3,0
2024-02-04,Headphones,Central,278,740.01,0
2024-02-04,Headphones,East,193,336.17,0
2024-02-04,Headphones,West,256,534.71,1
2024-02-11,Smartphone,North,268,187.14,0
2024-02-11,Smartphone,South,166,992.52,0
2024-02-11,Smartphone,Central,200,310.26,0
2024-02-11,Smartphone,East,126,802.08,0
2024-02-11,Smartphone,West,113,551.74,0
2024-02-11,Smartwatch,North,266,603.9,0
2024-02-11,Smartwatch,South,134,831.46,0
2024-02-11,Smartwatch,Central,201,217.97,0
2024-02-11,Smartwatch,East,152,566.56,0
2024-02-11,Smartwatch,West,182,940.59,0
2024-02-11,Tablet,North,171,444.85,0
2024-02-11,Tablet,South,125,510.69,0
2024-02-11,Tablet,Central,203,232.71,0
2024-02-11,Tablet,East,112,609.17,0
2024-02-11,Tablet,West,180,905.58,1
2024-02-11,Headphones,North,162,873.39,0
2024-02-11,Headphones,South,194,108.38,0
2024-02-11,Headphones,Central,230,141.46,0
2024-02-11,Headphones,East,182,651.85,1
2024-02-11,Headphones,West,95,695.71,0
2024-02-18,Smartphone,North,204,356.06,0
2024-02-18,Smartphone,South,148,701.69,1
2024-02-18,Smartphone,Central,219,868.06,1
2024-02-18,Smartphone,East,178,338.76,1
2024-02-18,Smartphone,West,227,145.46,0
2024-02-18,Smartwatch,North,104,748.34,0
2024-02-18,Smartwatch,South,161,702.96,0
2024-02-18,Smartwatch,Central,169,825.3,0
2024-02-18,Smartwatch,East,177,536.37,0
2024-02-18,Smartwatch,West,139,388.64,1
2024-02-18,Tablet,North,192,487.16,1
2024-02-18,Tablet,South,202,371.31,0
2024-02-18,Tablet,Central,228,613.28,0
2024-02-18,Tablet,East,270,226.45,0
2024-02-18,Tablet,West,201,590.39,0
2024-02-18,Headphones,North,126,953.58,1
2024-02-18,Headphones,South,180,195.52,0
2024-02-18,Headphones,Central,210,244.64,1
2024-02-18,Headphones,East,197,427.71,0
2024-02-18,Headphones,West,138,216.13,0
2024-02-25,Smartphone,North,228,136.53,1
2024-02-25,Smartphone,South,183,849.69,0
2024-02-25,Smartphone,Central,201,372.95,0
2024-02-25,Smartphone,East,225,159.76,1
2024-02-25,Smartphone,West,205,498.46,1
2024-02-25,Smartwatch,North,184,321.4,0
2024-02-25,Smartwatch,South,294,161.21,0
2024-02-25,Smartwatch,Central,191,293.11,0
2024-02-25,Smartwatch,East,215,293.72,1
2024-02-25,Smartwatch,West,134,947.97,0
2024-02-25,Tablet,North,138,144.8,0
2024-02-25,Tablet,South,165,688.81,0
2024-02-25,Tablet,Central,193,724.48,0
2024-02-25,Tablet,East,229,561.32,0
2024-02-25,Tablet,West,118,735.98,1
2024-02-25,Headphones,North,74,396.39,0
2024-02-25,Headphones,South,354,251.6,0
2024-02-25,Headphones,Central,187,986.44,1
2024-02-25,Headphones,East,214,734.04,0
2024-02-25,Headphones,West,188,586.55,1
2024-03-03,Smartphone,North,84,543.92,0
2024-03-03,Smartphone,South,181,270.17,1
2024-03-03,Smartphone,Central,255,189.55,0
2024-03-03,Smartphone,East,272,208.86,0
2024-03-03,Smartphone,West,78,629.93,0
2024-03-03,Smartwatch,North,234,487.88,0
2024-03-03,Smartwatch,South,201,718.69,0
2024-03-03,Smartwatch,Central,213,185.27,1
2024-03-03,Smartwatch,East,170,684.88,0
2024-03-03,Smartwatch,West,116,829.23,0
2024-03-03,Tablet,North,188,246.25,1
2024-03-03,Tablet,South,194,717.42,0
2024-03-03,Tablet,Central,209,615.17,0
2024-03-03,Tablet,East,178,427.25,0
2024-03-03,Tablet,West,217,481.77,0
2024-03-03,Headphones,North,140,328.73,1
2024-03-03,Headphones,South,346,374.28,0
2024-03-03,Headphones,Central,150,177.32,0
2024-03-03,Headphones,East,230,451.34,0
2024-03-03,Headphones,West,151,522.26,0
2024-03-10,Smartphone,North,184,697.36,0
2024-03-10,Smartphone,South,168,357.6,0
2024-03-10,Smartphone,Central,171,120.74,1
2024-03-10,Smartphone,East,170,289.64,0
2024-03-10,Smartphone,West,167,675.34,0
2024-03-10,Smartwatch,North,180,220.78,0
2024-03-10,Smartwatch,South,263,601.68,0
2024-03-10,Smartwatch,Central,150,685.75,0
2024-03-10,Smartwatch,East,79,341.09,0
2024-03-10,Smartwatch,West,269,884.2,1
2024-03-10,Tablet,North,126,302.69,0
2024-03-10,Tablet,South,283,531.51,0
2024-03-10,Tablet,Central,188,436.1,0
2024-03-10,Tablet,East,235,852.96,0
2024-03-10,Tablet,West,121,836.11,0
2024-03-10,Headphones,North,254,883.72,0
2024-03-10,Headphones,South,196,700.67,0
2024-03-10,Headphones,Central,73,884.4,0
2024-03-10,Headphones,East,155,495.52,0
2024-03-10,Headphones,West,180,463.28,0
2024-03-17,Smartphone,North,225,639.35,1
2024-03-17,Smartphone,South,195,198.42,0
2024-03-17,Smartphone,Central,239,875.0,0
2024-03-17,Smartphone,East,106,165.32,1
2024-03-17,Smartphone,West,232,588.59,1
2024-03-17,Smartwatch,North,145,212.58,0
2024-03-17,Smartwatch,South,232,473.5,0
2024-03-17,Smartwatch,Central,204,646.02,1
2024-03-17,Smartwatch,East,259,356.72,0
2024-03-17,Smartwatch,West,220,808.28,0
2024-03-17,Tablet,North,205,604.31,0
2024-03-17,Tablet,South,84,419.36,0
2024-03-17,Tablet,Central,262,676.43,0
2024-03-17,Tablet,East,311,176.18,0
2024-03-17,Tablet,West,200,856.4,0
2024-03-17,Headphones,North,122,810.14,0
2024-03-17,Headphones,South,116,272.69,0
2024-03-17,Headphones,Central,125,631.82,1
2024-03-17,Headphones,East,164,846.68,0
2024-03-17,Headphones,West,240,951.11,0
2024-03-24,Smartphone,North,177,667.53,0
2024-03-24,Smartphone,South,302,269.77,0
2024-03-24,Smartphone,Central,268,761.97,0
2024-03-24,Smartphone,East,206,202.05,0
2024-03-24,Smartphone,West,248,927.88,0
2024-03-24,Smartwatch,North,200,838.58,0
2024-03-24,Smartwatch,South,234,233.29,0
2024-03-24,Smartwatch,Central,92,107.52,0
2024-03-24,Smartwatch,East,282,924.98,0
2024-03-24,Smartwatch,West,231,704.6,0
2024-03-24,Tablet,North,299,475.7,0
2024-03-24,Tablet,South,219,569.68,0
2024-03-24,Tablet,Central,221,752.42,1
2024-03-24,Tablet,East,180,205.8,1
2024-03-24,Tablet,West,150,622.21,1
2024-03-24,Headphones,North,225,388.16,0
2024-03-24,Headphones,South,223,402.81,0
2024-03-24,Headphones,Central,141,381.86,0
2024-03-24,Headphones,East,189,320.75,0
2024-03-24,Headphones,West,241,388.48,0
2024-03-31,Smartphone,North,197,874.93,0
2024-03-31,Smartphone,South,222,241.51,0
2024-03-31,Smartphone,Central,308,900.72,0
2024-03-31,Smartphone,East,209,911.06,0
2024-03-31,Smartphone,West,324,393.02,1
2024-03-31,Smartwatch,North,186,700.62,0
2024-03-31,Smartwatch,South,253,150.7,0
2024-03-31,Smartwatch,Central,124,505.02,0
2024-03-31,Smartwatch,East,118,248.25,0
2024-03-31,Smartwatch,West,178,563.11,0
2024-03-31,Tablet,North,243,165.01,0
2024-03-31,Tablet,South,115,165.92,1
2024-03-31,Tablet,Central,241,744.69,0
2024-03-31,Tablet,East,240,529.29,0
2024-03-31,Tablet,West,205,800.09,0
2024-03-31,Headphones,North,179,421.76,0
2024-03-31,Headphones,South,268,883.87,0
2024-03-31,Headphones,Central,251,792.8,0
2024-03-31,Headphones,East,203,565.87,0
2024-03-31,Headphones,West,251,774.38,1
2024-04-07,Smartphone,North,202,653.41,0
2024-04-07,Smartphone,South,236,184.29,0
2024-04-07,Smartphone,Central,158,375.62,1
2024-04-07,Smartphone,East,254,165.12,1
2024-04-07,Smartphone,West,228,942.39,0
2024-04-07,Smartwatch,North,124,472.99,0
2024-04-07,Smartwatch,South,136,997.01,0
2024-04-07,Smartwatch,Central,155,680.25,0
2024-04-07,Smartwatch,East,277,583.64,1
2024-04-07,Smartwatch,West,216,130.08,0
2024-04-07,Tablet,North,184,165.14,1
2024-04-07,Tablet,South,122,300.93,1
2024-04-07,Tablet,Central,213,598.65,1
2024-04-07,Tablet,East,197,104.81,0
2024-04-07,Tablet,West,191,940.31,0
2024-04-07,Headphones,North,156,574.71,0
2024-04-07,Headphones,South,211,923.15,0
2024-04-07,Headphones,Central,164,698.75,0
2024-04-07,Headphones,East,143,762.36,0
2024-04-07,Headphones,West,217,517.05,0
2024-04-14,Smartphone,North,226,372.38,0
2024-04-14,Smartphone,South,163,242.45,0
2024-04-14,Smartphone,Central,189,322.49,0
2024-04-14,Smartphone,East,148,335.83,1
2024-04-14,Smartphone,West,194,652.46,0
2024-04-14,Smartwatch,North,207,452.38,0
2024-04-14,Smartwatch,South,258,354.29,0
2024-04-14,Smartwatch,Central,274,192.65,0
2024-04-14,Smartwatch,East,293,324.05,0
2024-04-14,Smartwatch,West,201,400.79,0
2024-04-14,Tablet,North,254,907.57,0
2024-04-14,Tablet,South,171,509.95,0
2024-04-14,Tablet,Central,199,407.74,1
2024-04-14,Tablet,East,234,121.95,0
2024-04-14,Tablet,West,126,486.0,0
2024-04-14,Headphones,North,212,754.42,0
2024-04-14,Headphones,South,161,134.04,0
2024-04-14,Headphones,Central,156,987.71,0
2024-04-14,Headphones,East,236,331.26,0
2024-04-14,Headphones,West,222,300.78,0
2024-04-21,Smartphone,North,192,306.93,0
2024-04-21,Smartphone,South,154,328.14,1
2024-04-21,Smartphone,Central,207,418.98,0
2024-04-21,Smartphone,East,243,470.67,0
2024-04-21,Smartphone,West,256,949.69,0
2024-04-21,Smartwatch,North,192,604.63,0
2024-04-21,Smartwatch,South,180,285.58,1
2024-04-21,Smartwatch,Central,133,242.46,0
2024-04-21,Smartwatch,East,279,444.76,1
2024-04-21,Smartwatch,West,243,611.49,0
2024-04-21,Tablet,North,196,838.66,0
2024-04-21,Tablet,South,162,848.95,0
2024-04-21,Tablet,Central,254,811.23,0
2024-04-21,Tablet,East,146,546.09,0
2024-04-21,Tablet,West,128,222.73,0
2024-04-21,Headphones,North,176,149.8,0
2024-04-21,Headphones,South,172,422.06,0
2024-04-21,Headphones,Central,145,855.29,0
2024-04-21,Headphones,East,314,688.4,0
2024-04-21,Headphones,West,293,682.5,0
2024-04-28,Smartphone,North,196,594.66,1
2024-04-28,Smartphone,South,167,194.19,1
2024-04-28,Smartphone,Central,176,384.94,0
2024-04-28,Smartphone,East,134,235.45,0
2024-04-28,Smartphone,West,186,541.55,1
2024-04-28,Smartwatch,North,268,735.45,0
2024-04-28,Smartwatch,South,226,619.32,0
2024-04-28,Smartwatch,Central,183,342.21,1
2024-04-28,Smartwatch,East,214,455.3,0
2024-04-28,Smartwatch,West,181,892.59,0
2024-04-28,Tablet,North,168,102.11,0
2024-04-28,Tablet,South,202,712.52,0
2024-04-28,Tablet,Central,189,683.05,0
2024-04-28,Tablet,East,153,260.61,0
2024-04-28,Tablet,West,169,839.62,0
